,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,driving,transit,walking,days,lockdown_measures
58,AUS,Australia,2020/3/11,112,12,3,0,4.392,0.471,0.118,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,100.79,106.36,100.94,1,0
59,AUS,Australia,2020/3/12,126,14,3,0,4.941,0.549,0.118,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,102.79,101.22,102.38,2,0
60,AUS,Australia,2020/3/13,156,30,3,0,6.118,1.176,0.118,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,98.75,88.82,103.92,3,3
61,AUS,Australia,2020/3/14,197,41,3,0,7.726,1.608,0.118,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,78.16,70.96,84.71,4,3
62,AUS,Australia,2020/3/15,249,52,3,0,9.765,2.039,0.118,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,81.59,76.49,75.67,5,3
63,AUS,Australia,2020/3/16,298,49,5,2,11.686,1.922,0.196,0.078,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,80.52,70.68,71.19,6,3
64,AUS,Australia,2020/3/17,375,77,5,0,14.706,3.02,0.196,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,78.87,65.78,68.72,7,3
65,AUS,Australia,2020/3/18,454,79,5,0,17.804,3.098,0.196,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,79.24,62.19,66.9,8,3
66,AUS,Australia,2020/3/19,565,111,6,1,22.157,4.353,0.235,0.039,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.55,61.79,68.29,9,3
67,AUS,Australia,2020/3/20,709,144,6,0,27.804,5.647,0.235,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,78.17,57.33,72.02,10,3
68,AUS,Australia,2020/3/21,874,165,7,1,34.275,6.471,0.275,0.039,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,60.74,43.75,54.18,11,3
69,AUS,Australia,2020/3/22,1098,224,7,0,43.059,8.784,0.275,0,143056,,5.61,,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,66.41,40.71,50.99,12,3
70,AUS,Australia,2020/3/23,1709,611,7,0,67.02,23.961,0.275,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,62.49,33.94,46.97,13,3
71,AUS,Australia,2020/3/24,1823,114,7,0,71.491,4.471,0.275,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,60.19,30.31,45.55,14,3
72,AUS,Australia,2020/3/25,2423,600,8,1,95.02,23.53,0.314,0.039,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,57.96,26.9,43.82,15,3
73,AUS,Australia,2020/3/26,2799,376,11,3,109.765,14.745,0.431,0.118,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,59.9,26.44,45.57,16,3
74,AUS,Australia,2020/3/27,3166,367,13,2,124.157,14.392,0.51,0.078,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,48.25,23.77,41.88,17,3
75,AUS,Australia,2020/3/28,3378,212,13,0,132.471,8.314,0.51,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,36.69,19.57,32.84,18,3
76,AUS,Australia,2020/3/29,3809,431,14,1,149.373,16.902,0.549,0.039,211261,,8.285,,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,51.18,23.53,40.93,19,3
77,AUS,Australia,2020/3/30,4093,284,16,2,160.511,11.137,0.627,0.078,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,51.92,22.58,42.68,20,3
78,AUS,Australia,2020/3/31,4557,464,19,3,178.707,18.196,0.745,0.118,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,52.04,21.67,41.98,21,3
79,AUS,Australia,2020/4/1,4707,150,20,1,184.589,5.882,0.784,0.039,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,51.54,21.05,39.17,22,3
80,AUS,Australia,2020/4/2,4976,269,21,1,195.138,10.549,0.824,0.039,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,54.23,21.25,42.38,23,3
81,AUS,Australia,2020/4/3,5224,248,23,2,204.864,9.726,0.902,0.078,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,41.58,18.75,35.83,24,3
82,AUS,Australia,2020/4/4,5548,324,30,7,217.57,12.706,1.176,0.275,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,33.34,16.62,31.11,25,3
83,AUS,Australia,2020/4/5,5687,139,34,4,223.021,5.451,1.333,0.157,297154,,11.653,,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,51.75,21.76,42.02,26,3
84,AUS,Australia,2020/4/6,5744,57,36,2,225.256,2.235,1.412,0.078,302663,5509,11.869,0.216,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,53.17,21.2,42.71,27,3
85,AUS,Australia,2020/4/7,5844,100,42,6,229.178,3.922,1.647,0.235,310700,8037,12.184,0.315,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,55.01,20.73,43.05,28,3
86,AUS,Australia,2020/4/8,5956,112,45,3,233.57,4.392,1.765,0.118,319368,8668,12.524,0.34,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,59.24,21.28,47.21,29,3
87,AUS,Australia,2020/4/9,6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,33.19,16.63,34.06,30,3
88,AUS,Australia,2020/4/10,6152,100,52,2,241.256,3.922,2.039,0.078,338346,8212,13.269,0.322,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,36,16.78,35.99,31,3
89,AUS,Australia,2020/4/11,6238,86,54,2,244.629,3.373,2.118,0.078,347847,9501,13.641,0.373,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,26.95,13.94,31.33,32,3
90,AUS,Australia,2020/4/12,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,31.72,16.51,37.05,33,3
91,AUS,Australia,2020/4/13,6322,33,61,4,247.923,1.294,2.392,0.157,362136,8195,14.201,0.321,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,53.14,21.67,45.74,34,3
92,AUS,Australia,2020/4/14,6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,55.91,21.58,47.1,35,3
93,AUS,Australia,2020/4/15,6416,50,61,0,251.609,1.961,2.392,0,371377,4884,14.564,0.192,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,56.56,21.98,46.3,36,3
94,AUS,Australia,2020/4/16,6458,42,63,2,253.256,1.647,2.471,0.078,380003,8626,14.902,0.338,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,58.77,21.84,47.84,37,3
95,AUS,Australia,2020/4/17,6497,39,63,0,254.786,1.529,2.471,0,391530,11527,15.354,0.452,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,47.51,20.13,45.82,38,3
96,AUS,Australia,2020/4/18,6533,36,67,4,256.197,1.412,2.627,0.157,406510,14980,15.942,0.587,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,36.9,17.64,38.71,39,3
97,AUS,Australia,2020/4/19,6586,53,69,2,258.276,2.078,2.706,0.078,420996,14486,16.51,0.568,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,53.34,21.93,43.3,40,3
98,AUS,Australia,2020/4/20,6612,26,70,1,259.295,1.02,2.745,0.039,431734,10738,16.931,0.421,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,56.93,22.41,47.28,41,3
99,AUS,Australia,2020/4/21,6625,13,71,1,259.805,0.51,2.784,0.039,439842,8108,17.249,0.318,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,58.06,22.71,47.66,42,3
100,AUS,Australia,2020/4/22,6647,22,74,3,260.668,0.863,2.902,0.118,452441,12599,17.743,0.494,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,59.69,22.49,47.17,43,3
101,AUS,Australia,2020/4/23,6654,7,74,0,260.942,0.275,2.902,0,466659,14218,18.3,0.558,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,62.87,23.78,51.03,44,3
102,AUS,Australia,2020/4/24,6667,13,75,1,261.452,0.51,2.941,0.039,482370,15711,18.917,0.616,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,47.84,20.96,46.68,45,3
103,AUS,Australia,2020/4/25,6687,20,79,4,262.237,0.784,3.098,0.157,494257,11887,19.383,0.466,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,41.89,19.06,39.3,46,3
104,AUS,Australia,2020/4/26,6703,16,81,2,262.864,0.627,3.176,0.078,506449,12192,19.861,0.478,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,55.39,22.74,45.09,47,3
105,AUS,Australia,2020/4/27,6713,10,83,2,263.256,0.392,3.255,0.078,517063,10614,20.277,0.416,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,59.09,23.8,46.07,48,3
106,AUS,Australia,2020/4/28,6725,12,84,1,263.727,0.471,3.294,0.039,530679,13616,20.811,0.534,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,59.46,23.76,44.06,49,3
107,AUS,Australia,2020/4/29,6738,13,88,4,264.237,0.51,3.451,0.157,544410,13731,21.35,0.538,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,59.46,22.35,41.71,50,3
108,AUS,Australia,2020/4/30,6746,8,90,2,264.55,0.314,3.529,0.078,563641,19231,22.104,0.754,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,63.12,23.58,44.69,51,3
109,AUS,Australia,2020/5/1,6762,16,92,2,265.178,0.627,3.608,0.078,588868,25227,23.093,0.989,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,58.4,23.52,46.44,52,2
110,AUS,Australia,2020/5/2,6767,5,93,1,265.374,0.196,3.647,0.039,611583,22715,23.984,0.891,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,48.67,21.41,42.74,53,2
111,AUS,Australia,2020/5/3,6783,16,93,0,266.001,0.627,3.647,0,633107,21524,24.828,0.844,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,58.18,25.1,44.28,54,2
112,AUS,Australia,2020/5/4,6801,18,95,2,266.707,0.706,3.726,0.078,650214,17107,25.499,0.671,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,62.51,25.56,48.16,55,2
113,AUS,Australia,2020/5/5,6825,24,95,0,267.648,0.941,3.726,0,664756,14542,26.069,0.57,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,64.04,26.55,48.55,56,2
114,AUS,Australia,2020/5/6,6849,24,96,1,268.589,0.941,3.765,0.039,688656,23900,27.006,0.937,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,66.19,26.43,48.99,57,2
115,AUS,Australia,2020/5/7,6875,26,97,1,269.609,1.02,3.804,0.039,722549,33893,28.335,1.329,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,71.34,28.37,53.98,58,2
116,AUS,Australia,2020/5/8,6896,21,97,0,270.433,0.824,3.804,0,757250,34701,29.696,1.361,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,67.64,27.93,53.94,59,2
117,AUS,Australia,2020/5/9,6914,18,97,0,271.139,0.706,3.804,0,795456,38206,31.194,1.498,tests performed,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,50.96,23.76,42.87,60,2
54,BEL,Belgium,2020/3/7,109,59,0,0,9.405,5.091,0,0,3601,407,0.311,0.035,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,129.93,134.85,209.67,1,0
55,BEL,Belgium,2020/3/8,169,60,0,0,14.582,5.177,0,0,4018,417,0.347,0.036,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,107.09,114.29,115.49,2,0
56,BEL,Belgium,2020/3/9,200,31,0,0,17.257,2.675,0,0,4537,519,0.391,0.045,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,108.15,118.1,118.11,3,0
57,BEL,Belgium,2020/3/10,239,39,0,0,20.622,3.365,0,0,5232,695,0.451,0.06,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,105.81,112.37,116.42,4,0
58,BEL,Belgium,2020/3/11,267,28,0,0,23.038,2.416,0,0,6167,935,0.532,0.081,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,105.97,115.74,119.12,5,0
59,BEL,Belgium,2020/3/12,314,47,3,3,27.093,4.055,0.259,0.259,7476,1309,0.645,0.113,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,87.63,91.05,108.4,6,0
60,BEL,Belgium,2020/3/13,399,85,3,0,34.427,7.334,0.259,0,9652,2176,0.833,0.188,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.16,71.94,91.05,7,0
61,BEL,Belgium,2020/3/14,559,160,3,0,48.233,13.805,0.259,0,11455,1803,0.988,0.156,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,63.44,52.67,68.37,8,0
62,BEL,Belgium,2020/3/15,689,130,4,1,59.45,11.217,0.345,0.086,12524,1069,1.081,0.092,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,56.86,46.28,59.68,9,0
63,BEL,Belgium,2020/3/16,886,197,4,0,76.448,16.998,0.345,0,14030,1506,1.211,0.13,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,60.42,44.63,55.93,10,0
64,BEL,Belgium,2020/3/17,1085,199,5,1,93.618,17.171,0.431,0.086,15874,1844,1.37,0.159,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,56.34,37.76,55.2,11,0
65,BEL,Belgium,2020/3/18,1243,158,5,0,107.251,13.633,0.431,0,18037,2163,1.556,0.187,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,44.1,27.77,49.46,12,0
66,BEL,Belgium,2020/3/19,1486,243,14,9,128.218,20.967,1.208,0.777,20640,2603,1.781,0.225,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,38.45,23,41.63,13,3
67,BEL,Belgium,2020/3/20,1795,309,21,7,154.88,26.662,1.812,0.604,23176,2536,2,0.219,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,36.98,21.03,35.99,14,3
68,BEL,Belgium,2020/3/21,2257,462,37,16,194.743,39.863,3.193,1.381,24985,1809,2.156,0.156,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,32.06,21.05,47.51,15,3
69,BEL,Belgium,2020/3/22,2815,558,67,30,242.89,48.147,5.781,2.589,26092,1107,2.251,0.096,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,32.36,21.57,53.95,16,3
70,BEL,Belgium,2020/3/23,3401,586,75,8,293.452,50.563,6.471,0.69,28599,2507,2.468,0.216,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,36.3,22.47,44.24,17,3
71,BEL,Belgium,2020/3/24,3743,342,88,13,322.962,29.509,7.593,1.122,31650,3051,2.731,0.263,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,38.73,22.29,46.66,18,3
72,BEL,Belgium,2020/3/25,4269,526,122,34,368.347,45.385,10.527,2.934,35011,3361,3.021,0.29,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,38.62,21.31,48.17,19,3
73,BEL,Belgium,2020/3/26,4937,668,178,56,425.985,57.638,15.359,4.832,38231,3220,3.299,0.278,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,39.03,21.7,48.13,20,3
74,BEL,Belgium,2020/3/27,6235,1298,220,42,537.982,111.997,18.983,3.624,42023,3792,3.626,0.327,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,40.38,22.19,51.28,21,3
75,BEL,Belgium,2020/3/28,7284,1049,289,69,628.494,90.512,24.936,5.954,45018,2995,3.884,0.258,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,35.25,21.64,56.67,22,3
76,BEL,Belgium,2020/3/29,9134,1850,353,64,788.119,159.626,30.458,5.522,46901,1883,4.047,0.162,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,29.76,18.76,34.5,23,3
77,BEL,Belgium,2020/3/30,10836,1702,431,78,934.975,146.856,37.188,6.73,50012,3111,4.315,0.268,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,37.08,21.45,39.4,24,3
78,BEL,Belgium,2020/3/31,11899,1063,513,82,1026.695,91.72,44.264,7.075,54818,4806,4.73,0.415,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,39,21.28,45.78,25,3
79,BEL,Belgium,2020/4/1,12775,876,705,192,1102.28,75.585,60.83,16.567,59063,4245,5.096,0.366,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,40.52,20.24,47.55,26,3
80,BEL,Belgium,2020/4/2,13964,1189,828,123,1204.872,102.592,71.443,10.613,63444,4381,5.474,0.378,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,39.51,19.84,41.01,27,3
81,BEL,Belgium,2020/4/3,15348,1384,1011,183,1324.289,119.417,87.233,15.79,68096,4652,5.876,0.401,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,41.05,21.43,46.98,28,3
82,BEL,Belgium,2020/4/4,16770,1422,1143,132,1446.985,122.696,98.623,11.39,71966,3870,6.21,0.334,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,38.02,23.19,62.98,29,3
83,BEL,Belgium,2020/4/5,18431,1661,1283,140,1590.303,143.318,110.703,12.08,74320,2354,6.413,0.203,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,38.44,25.02,71.96,30,3
84,BEL,Belgium,2020/4/6,19691,1260,1447,164,1699.021,108.718,124.853,14.151,78265,3945,6.753,0.34,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,43.29,23.97,53.38,31,3
85,BEL,Belgium,2020/4/7,20814,1123,1632,185,1795.918,96.897,140.816,15.963,83489,5224,7.204,0.451,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,46.58,25.85,64.11,32,3
86,BEL,Belgium,2020/4/8,22194,1380,2035,403,1914.99,119.072,175.588,34.773,88741,5252,7.657,0.453,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,48.56,26.39,66.82,33,3
87,BEL,Belgium,2020/4/9,23403,1209,2240,205,2019.308,104.318,193.276,17.688,94058,5317,8.116,0.459,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,49.18,26.7,66.84,34,3
88,BEL,Belgium,2020/4/10,24983,1580,2523,283,2155.637,136.329,217.695,24.418,99869,5811,8.617,0.501,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,51.57,26.55,73.06,35,3
89,BEL,Belgium,2020/4/11,26667,1684,3019,496,2300.939,145.302,260.492,42.797,105849,5980,9.133,0.516,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,47.49,27.17,87.01,36,3
90,BEL,Belgium,2020/4/12,28018,1351,3346,327,2417.509,116.57,288.707,28.215,111484,5635,9.619,0.486,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,37.88,26.24,73.26,37,3
91,BEL,Belgium,2020/4/13,29647,1629,3600,254,2558.066,140.557,310.623,21.916,116739,5255,10.073,0.453,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,37.2,23.95,51.46,38,3
92,BEL,Belgium,2020/4/14,30589,942,3903,303,2639.345,81.28,336.767,26.144,122466,5727,10.567,0.494,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,46.52,26.06,53.49,39,3
93,BEL,Belgium,2020/4/15,31119,530,4157,254,2685.076,45.731,358.683,21.916,129772,7306,11.197,0.63,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,49.42,27.54,65.45,40,3
94,BEL,Belgium,2020/4/16,33573,2454,4440,283,2896.817,211.741,383.102,24.418,136864,7092,11.809,0.612,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,51.74,26.97,70.6,41,3
95,BEL,Belgium,2020/4/17,34809,1236,4857,417,3003.464,106.647,419.082,35.98,145036,8172,12.514,0.705,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,50.94,26.15,68.34,42,3
96,BEL,Belgium,2020/4/18,36138,1329,5163,306,3118.136,114.672,445.485,26.403,153133,8097,13.213,0.699,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,41.76,22.72,53.51,43,3
97,BEL,Belgium,2020/4/19,37183,1045,5453,290,3208.303,90.167,470.507,25.022,158882,5749,13.709,0.496,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,44.35,26.48,72.05,44,3
98,BEL,Belgium,2020/4/20,38496,1313,5683,230,3321.594,113.291,490.353,19.845,167871,8989,14.485,0.776,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,50.04,26.57,59.11,45,3
99,BEL,Belgium,2020/4/21,39983,1487,5828,145,3449.899,128.305,502.864,12.511,175287,7416,15.124,0.64,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,51.51,26.91,61.02,46,3
100,BEL,Belgium,2020/4/22,40956,973,5998,170,3533.853,83.954,517.532,14.668,187893,12606,16.212,1.088,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,54.36,27.99,66.65,47,3
101,BEL,Belgium,2020/4/23,41889,933,6262,264,3614.356,80.503,540.311,22.779,201917,14024,17.422,1.21,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,54.25,27.93,67.61,48,3
102,BEL,Belgium,2020/4/24,42797,908,6490,228,3692.702,78.346,559.984,19.673,217527,15610,18.769,1.347,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,52.29,26.32,65.62,49,3
103,BEL,Belgium,2020/4/25,44293,1496,6679,189,3821.783,129.081,576.292,16.308,232103,14576,20.027,1.258,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,49.02,28.81,76.05,50,3
104,BEL,Belgium,2020/4/26,45325,1032,6917,238,3910.828,89.045,596.827,20.536,244141,12038,21.065,1.039,units unclear,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,49.02,29.93,83.69,51,3
